SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowD,SlowK,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Upper Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
61.9603,66.6002,61.3547,65.5443,-4.8628,-1.1153,-3.7475,14.5495,10.1511,23.9844,29.3302,49.3595,29.6564,-96.3250,-149.1272,100.0000,10.0000,100.0000,0.0000,51.9692,71.9514,78.4449,54.7555,16914645.9824,-62434800.0000
63.2739,67.5126,62.6449,66.5965,-4.5581,-1.0895,-3.4687,18.5853,14.7139,26.6682,31.1554,46.9248,28.3282,-85.3463,-149.0362,100.0000,0.0000,100.0000,0.0000,53.5495,72.9984,78.5985,56.4267,26615010.9825,-48376300.0000
64.6956,68.4129,63.7604,67.5409,-4.3143,-1.1180,-3.1963,28.7414,18.7835,27.4071,31.6564,44.6299,27.0959,-98.5908,-171.7320,70.0000,0.0000,85.0000,0.0000,54.5428,74.8483,79.0563,57.7695,30162383.2310,-39550100.0000
66.1811,69.3693,65.0003,68.5261,-3.9970,-1.0802,-2.9168,40.9783,22.2586,30.1081,33.4974,42.1950,25.8447,-113.3559,-189.8364,80.0000,10.0000,90.0000,5.0000,55.9292,76.4330,79.5928,59.1459,30920848.2053,-30211500.0000
67.3669,70.2357,66.0713,69.4045,-3.7375,-1.0907,-2.6468,53.7275,45.1821,27.0054,31.6888,39.9187,24.6981,-147.0613,-222.8259,90.0000,20.0000,95.0000,0.0000,57.4269,77.3069,80.1292,60.3423,35196114.2239,-20842300.0000
68.5726,71.1082,67.5932,70.4763,-3.2543,-0.8802,-2.3741,49.0776,55.4942,21.9316,28.6919,37.3893,23.4910,-240.9810,-279.3414,100.0000,30.0000,100.0000,5.0000,60.0533,77.0919,79.9886,62.2278,29969941.9343,-38809200.0000
69.7425,72.1704,69.7999,71.8251,-2.4315,-0.2775,-2.1540,38.8534,60.5063,41.3368,41.7488,34.5790,22.2205,-7.9387,-61.2806,70.0000,40.0000,85.0000,10.0000,65.2984,74.1866,79.2671,65.0737,24900665.9475,-9031400.0000
69.8345,72.6177,69.8971,72.0843,-2.5370,-0.4524,-2.0847,29.3826,31.2322,41.3368,41.7488,35.4743,22.2433,-35.1486,-80.5919,80.0000,0.0000,90.0000,15.0000,65.3876,74.2814,80.0687,65.1666,18928815.6651,-17913900.0000
70.0939,73.0809,70.0159,72.3708,-2.6349,-0.6634,-1.9716,39.3112,24.8215,29.2319,35.4184,35.9482,22.1418,-125.2117,-132.1672,90.0000,10.0000,95.0000,0.0000,65.4877,74.7001,80.8115,65.3503,17981924.4371,-25624300.0000
70.4811,73.7377,70.7816,72.9814,-2.4372,-0.6315,-1.8057,54.6388,32.0942,25.8606,33.7436,34.5030,21.5696,-212.0153,-158.5645,100.0000,20.0000,100.0000,0.0000,66.5188,74.4434,81.3757,66.0997,12904616.5969,-34716900.0000
71.2401,74.4786,71.8694,73.7283,-2.0798,-0.4319,-1.6478,65.7078,61.0180,31.3653,37.5284,32.8972,20.9674,-137.7690,-115.7324,100.0000,0.0000,100.0000,5.0000,68.3176,74.1627,81.7943,67.1628,22609516.5969,-25012000.0000
71.7513,74.9657,72.5771,74.2591,-1.8783,-0.3384,-1.5399,63.3311,70.8043,40.0102,42.6545,32.3500,20.7471,-8.8477,-69.7781,60.0000,0.0000,80.0000,10.0000,69.0129,74.4897,81.9642,67.9673,16866529.8323,-16236200.0000
72.1302,75.3370,72.7406,74.5136,-1.9151,-0.4598,-1.4553,50.8214,65.3012,44.1566,44.8580,33.7063,21.0817,54.1131,-42.4399,70.0000,0.0000,85.0000,15.0000,68.5330,75.7274,82.4202,68.2537,16650599.0630,-10622000.0000
72.5576,75.6344,72.6749,74.6691,-2.0560,-0.7156,-1.3403,42.7237,53.8879,39.4450,42.5041,36.1650,21.6797,-29.5257,-79.4367,80.0000,10.0000,90.0000,0.0000,67.8020,77.3132,82.8052,68.4635,14521033.8456,-15520000.0000
73.1045,76.1657,72.8161,74.9459,-2.1043,-0.9429,-1.1614,34.2021,33.2753,35.7217,40.6687,36.3977,21.7378,-78.1544,-115.1600,90.0000,0.0000,95.0000,0.0000,67.5263,78.6828,83.7546,68.5767,8847653.4303,-21628400.0000
73.6438,76.8148,73.1577,75.3319,-2.0580,-1.1324,-0.9257,32.1869,41.0078,25.3007,35.7571,35.2351,21.4990,-101.9190,-139.7536,100.0000,10.0000,100.0000,0.0000,67.8377,79.4499,84.8299,68.7997,8366913.4303,-16081400.0000
74.5984,77.5119,74.0011,75.9603,-1.7738,-1.1313,-0.6426,22.8477,28.3232,27.2062,37.1598,33.9433,21.2476,-106.8428,-153.8235,100.0000,20.0000,100.0000,5.0000,68.7830,80.4137,85.2328,69.7910,-1452715.5715,-27750300.0000
75.4009,78.1767,74.8274,76.5580,-1.4790,-1.1193,-0.3597,17.1297,27.2298,31.0333,39.8628,32.9615,21.1421,-69.0860,-123.9013,90.0000,30.0000,95.0000,0.0000,69.9885,80.8132,85.5761,70.7772,8887695.3144,-16006100.0000
76.0679,78.8159,75.4654,77.0424,-1.2516,-1.1717,-0.0799,16.5196,12.9902,22.1135,35.8530,32.7853,21.3389,-154.1885,-193.8526,100.0000,0.0000,100.0000,5.0000,70.8784,81.2574,86.1643,71.4676,4603690.1713,-24878300.0000
76.9943,79.4990,76.5817,77.7371,-0.7890,-1.0020,0.2130,24.6012,11.1691,28.8422,41.0666,30.3073,21.0517,-154.4830,-164.2367,100.0000,0.0000,100.0000,10.0000,72.9777,81.0110,86.1093,72.8886,7400322.4583,-15283700.0000
77.7170,79.9641,77.2717,78.1856,-0.4961,-0.9595,0.4635,34.5871,25.3996,29.6983,41.6726,29.1603,21.3492,-182.8004,-156.0115,100.0000,10.0000,100.0000,15.0000,73.8961,81.5378,86.1067,73.8215,12023492.2256,-9974600.0000
78.1802,80.4593,78.0439,78.6476,-0.1475,-0.8508,0.7034,38.5171,37.2350,35.0769,45.3192,28.0933,21.7328,-188.5900,-138.8306,100.0000,20.0000,100.0000,20.0000,75.3882,80.9722,86.1103,74.8082,11788504.4915,-4025700.0000
78.5438,80.8228,78.5803,78.9652,0.1129,-0.8032,0.9161,36.0631,41.1267,41.2363,49.0563,28.2280,22.5634,-71.4667,-84.9842,80.0000,30.0000,90.0000,25.0000,76.2772,80.8103,86.1081,75.5375,15341190.2058,2191500.0000
78.7111,80.9266,78.8625,79.1394,0.2725,-0.8444,1.1169,30.8756,37.1896,42.0191,49.5135,29.9254,23.6210,-112.3880,-101.1573,90.0000,0.0000,95.0000,30.0000,76.5911,80.8312,86.0096,75.8437,16578097.6790,6482500.0000
79.2268,80.9707,79.1633,79.3110,0.4520,-0.8760,1.3280,27.2123,29.8729,37.5077,47.5511,29.5864,24.5798,-136.8341,-112.5001,100.0000,0.0000,0.0000,35.0000,76.2093,82.2443,85.9486,75.9929,12387493.6793,552400.0000
79.9858,80.9666,79.7170,79.5888,0.7598,-0.7871,1.5470,26.4918,25.5644,46.1403,52.7558,29.2096,25.5890,-55.9317,-67.6998,90.0000,0.0000,5.0000,40.0000,76.2001,83.7715,85.9589,75.9743,14760456.0112,4854600.0000
80.4254,80.8867,79.8968,79.6605,0.9140,-0.8298,1.7437,31.0161,26.1998,42.9675,51.3985,30.8621,26.6025,-71.8720,-68.1992,100.0000,10.0000,10.0000,45.0000,76.2424,84.6084,86.0562,75.7173,15606568.4292,9478000.0000
80.9525,80.8068,80.2500,79.8029,1.1586,-0.7926,1.9512,32.8084,27.7112,44.2144,52.1557,32.4101,27.7214,-91.9264,-71.0680,70.0000,0.0000,15.0000,50.0000,76.6434,85.2616,86.1786,75.4351,14637768.9714,6137000.0000
81.5640,80.7129,80.6107,79.9267,1.4214,-0.7280,2.1493,30.4729,39.1374,48.4955,54.7452,34.4442,28.8081,-75.0755,-38.8104,80.0000,10.0000,0.0000,55.0000,77.0196,86.1084,86.2954,75.1304,18062247.8833,10069800.0000
82.0036,80.5452,80.8117,79.9499,1.6262,-0.7051,2.3313,19.8970,31.5767,52.7377,57.2372,37.8065,29.6380,-54.3251,-3.6321,90.0000,20.0000,5.0000,60.0000,77.4127,86.5944,86.4318,74.6586,22447607.8838,15551500.0000
82.2112,80.3276,80.8357,79.8706,1.7625,-0.7451,2.5076,17.7895,20.7045,42.3867,52.5550,41.3424,30.2061,-93.9383,-15.0360,100.0000,30.0000,10.0000,65.0000,77.6870,86.7354,86.4900,74.1653,25152080.1062,19977000.0000
82.7383,80.2638,81.3706,80.0224,2.1425,-0.5514,2.6939,22.3205,7.4098,45.7015,54.6467,45.5201,30.8555,-160.5604,-27.2120,90.0000,40.0000,0.0000,70.0000,78.9277,86.5489,86.5292,73.9983,21701724.9908,14503400.0000
83.1019,80.1120,81.8384,80.1020,2.5110,-0.3207,2.8317,34.4096,25.2543,44.3868,54.0633,49.6796,31.8068,-256.1816,-21.8731,100.0000,50.0000,0.0000,75.0000,80.0722,86.1316,86.6095,73.6146,23357091.8947,9501700.0000
83.1421,79.9705,82.4725,80.2196,2.9735,0.0616,2.9119,41.6461,34.2973,62.1029,64.3585,54.3013,32.8082,-54.9163,52.4221,0.0000,60.0000,0.0000,80.0000,80.3294,85.9549,86.6798,73.2611,28079078.7199,17119400.0000
82.7147,79.6028,82.4298,79.9622,3.1458,0.2493,2.8965,50.6190,43.6770,73.5739,69.8424,56.9489,32.6811,69.9868,93.6625,0.0000,70.0000,5.0000,85.0000,78.6996,86.7298,86.4850,72.7205,32736124.7872,22113100.0000
81.9473,79.1833,82.0226,79.5096,3.1574,0.3232,2.8342,60.4231,46.9641,70.6460,68.3029,57.0498,31.9110,49.5776,92.1412,10.0000,80.0000,0.0000,90.0000,76.6729,87.2218,85.8991,72.4675,32065642.3441,17490300.0000
81.3480,78.7099,81.7379,79.1102,3.2238,0.4705,2.7534,70.7784,61.2160,72.7249,69.2658,57.1619,31.1004,49.4820,99.1179,20.0000,90.0000,5.0000,95.0000,75.4960,87.2001,85.5312,71.8885,35489140.1217,11017300.0000
80.6612,78.2266,81.3289,78.6399,3.2338,0.5980,2.6358,77.4511,73.0892,81.9058,73.4283,57.8272,30.3952,89.9562,144.3895,30.0000,100.0000,0.0000,100.0000,74.4183,86.9041,84.9688,71.4845,38351161.7217,15129400.0000
79.8619,77.6374,80.5705,77.9976,3.0810,0.5947,2.4863,82.9762,78.0299,80.7011,72.5678,56.3726,29.1779,91.0322,156.0058,0.0000,80.0000,0.0000,90.0000,73.8716,85.8521,84.0510,71.2238,39126336.1811,9353100.0000
79.0868,77.0163,79.7856,77.3550,2.9063,0.5687,2.3376,86.6563,81.2340,77.9681,70.7020,54.9209,27.9579,81.1796,154.1224,10.0000,90.0000,0.0000,95.0000,73.4999,84.6738,83.2074,70.8251,42929347.8999,3883600.0000
